song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Ruby Tuesday,The Rolling Stones,0.524,0.553,0,-10.767,1,0.0292,0.831,0.0,0.174,0.517,104.578,audio_features,4hupcimlg3UBbW1kAQ6vrT,spotify:track:4hupcimlg3UBbW1kAQ6vrT,https://api.spotify.com/v1/tracks/4hupcimlg3UBbW1kAQ6vrT,https://api.spotify.com/v1/audio-analysis/4hupcimlg3UBbW1kAQ6vrT,196493,4
Come As You Are,Nirvana,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,0MKGH8UMfCnq5w7nG06oM5,spotify:track:0MKGH8UMfCnq5w7nG06oM5,https://api.spotify.com/v1/tracks/0MKGH8UMfCnq5w7nG06oM5,https://api.spotify.com/v1/audio-analysis/0MKGH8UMfCnq5w7nG06oM5,218920,4
Roxanne,The Police,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,audio_features,3EYOJ48Et32uATr9ZmLnAo,spotify:track:3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/tracks/3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/audio-analysis/3EYOJ48Et32uATr9ZmLnAo,191947,4
Streets of Philadelphia,Bruce Springsteen,0.708,0.19,5,-16.578,1,0.0326,0.194,0.226,0.0916,0.47,93.669,audio_features,6WgBIPHwkQhCqMNnR5hQCN,spotify:track:6WgBIPHwkQhCqMNnR5hQCN,https://api.spotify.com/v1/tracks/6WgBIPHwkQhCqMNnR5hQCN,https://api.spotify.com/v1/audio-analysis/6WgBIPHwkQhCqMNnR5hQCN,252493,4
Where The Streets Have No Name - Remastered,U2,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,audio_features,4qgZs0RNjdzKAS22lP0QjY,spotify:track:4qgZs0RNjdzKAS22lP0QjY,https://api.spotify.com/v1/tracks/4qgZs0RNjdzKAS22lP0QjY,https://api.spotify.com/v1/audio-analysis/4qgZs0RNjdzKAS22lP0QjY,337506,4
Too Funky - Single Edit,George Michael,0.66,0.893,1,-8.324,1,0.0758,0.0211,0.305,0.718,0.757,98.262,audio_features,4KjPPpRbthW8dSNdisR2Wi,spotify:track:4KjPPpRbthW8dSNdisR2Wi,https://api.spotify.com/v1/tracks/4KjPPpRbthW8dSNdisR2Wi,https://api.spotify.com/v1/audio-analysis/4KjPPpRbthW8dSNdisR2Wi,224933,4
Voodoo Child (Slight Return),Jimi Hendrix,0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,audio_features,2AxCeJ6PSsBYiTckM0HLY7,spotify:track:2AxCeJ6PSsBYiTckM0HLY7,https://api.spotify.com/v1/tracks/2AxCeJ6PSsBYiTckM0HLY7,https://api.spotify.com/v1/audio-analysis/2AxCeJ6PSsBYiTckM0HLY7,313373,4
Kokomo,The Beach Boys,0.684,0.643,0,-10.252,1,0.0329,0.0107,0.0,0.292,0.922,115.571,audio_features,2OZyDYkNED6mIDi8RXLnWy,spotify:track:2OZyDYkNED6mIDi8RXLnWy,https://api.spotify.com/v1/tracks/2OZyDYkNED6mIDi8RXLnWy,https://api.spotify.com/v1/audio-analysis/2OZyDYkNED6mIDi8RXLnWy,215573,4
Hyper-ballad,Björk,0.528,0.439,5,-13.036,0,0.033,0.0254,0.0015,0.378,0.0361,134.964,audio_features,3jIzAeh7fhe70umAJrY3Fk,spotify:track:3jIzAeh7fhe70umAJrY3Fk,https://api.spotify.com/v1/tracks/3jIzAeh7fhe70umAJrY3Fk,https://api.spotify.com/v1/audio-analysis/3jIzAeh7fhe70umAJrY3Fk,321533,4
Together Again,Janet Jackson,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,audio_features,1GrikfH0jDejDvrxo84n4P,spotify:track:1GrikfH0jDejDvrxo84n4P,https://api.spotify.com/v1/tracks/1GrikfH0jDejDvrxo84n4P,https://api.spotify.com/v1/audio-analysis/1GrikfH0jDejDvrxo84n4P,301200,4
Ebony And Ivory,Paul McCartney,0.59,0.527,4,-12.945,1,0.0367,0.145,0.0,0.129,0.799,161.309,audio_features,1FYTt8izKA8EMqhULwqOcU,spotify:track:1FYTt8izKA8EMqhULwqOcU,https://api.spotify.com/v1/tracks/1FYTt8izKA8EMqhULwqOcU,https://api.spotify.com/v1/audio-analysis/1FYTt8izKA8EMqhULwqOcU,221400,4
I Touch Myself,Divinyls,0.66,0.711,5,-10.211,1,0.0334,0.181,7.47e-06,0.0647,0.726,109.328,audio_features,6oNvmplQGUkmAh441Teows,spotify:track:6oNvmplQGUkmAh441Teows,https://api.spotify.com/v1/tracks/6oNvmplQGUkmAh441Teows,https://api.spotify.com/v1/audio-analysis/6oNvmplQGUkmAh441Teows,227640,4
Sailing,Rod Stewart,0.43,0.374,11,-9.949,1,0.0292,0.372,0.379,0.316,0.191,128.56,audio_features,6OuRbvP4PgbuzBIapVzmFJ,spotify:track:6OuRbvP4PgbuzBIapVzmFJ,https://api.spotify.com/v1/tracks/6OuRbvP4PgbuzBIapVzmFJ,https://api.spotify.com/v1/audio-analysis/6OuRbvP4PgbuzBIapVzmFJ,277960,4
The Unguarded Moment - 2002 Digital Remaster,The Church,0.404,0.843,0,-5.793,1,0.0642,0.00547,0.000111,0.252,0.497,135.904,audio_features,00W0z4GR2fU8v11dhszOdw,spotify:track:00W0z4GR2fU8v11dhszOdw,https://api.spotify.com/v1/tracks/00W0z4GR2fU8v11dhszOdw,https://api.spotify.com/v1/audio-analysis/00W0z4GR2fU8v11dhszOdw,254400,4
Sweet Home Alabama,Lynyrd Skynyrd,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,audio_features,7e89621JPkKaeDSTQ3avtg,spotify:track:7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/tracks/7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/audio-analysis/7e89621JPkKaeDSTQ3avtg,283800,4
You Can Call Me Al,Paul Simon,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,audio_features,0qxYx4F3vm1AOnfux6dDxP,spotify:track:0qxYx4F3vm1AOnfux6dDxP,https://api.spotify.com/v1/tracks/0qxYx4F3vm1AOnfux6dDxP,https://api.spotify.com/v1/audio-analysis/0qxYx4F3vm1AOnfux6dDxP,280000,4
Wind Of Change,Scorpions,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,audio_features,3ovjw5HZZv43SxTwApooCM,spotify:track:3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/tracks/3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/audio-analysis/3ovjw5HZZv43SxTwApooCM,312360,4
I Gotta Feeling,Black Eyed Peas,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,audio_features,4kLLWz7srcuLKA7Et40PQR,spotify:track:4kLLWz7srcuLKA7Et40PQR,https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR,https://api.spotify.com/v1/audio-analysis/4kLLWz7srcuLKA7Et40PQR,289133,4
Road to Nowhere - 2005 Remaster,Talking Heads,0.654,0.789,2,-4.901,1,0.0322,0.0404,1.29e-05,0.119,0.579,110.378,audio_features,2co8fDyaVmxv8xruQWORnC,spotify:track:2co8fDyaVmxv8xruQWORnC,https://api.spotify.com/v1/tracks/2co8fDyaVmxv8xruQWORnC,https://api.spotify.com/v1/audio-analysis/2co8fDyaVmxv8xruQWORnC,260213,4
"Oh, Pretty Woman",Roy Orbison,0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433,audio_features,48i055G1OT5KxGGftwFxWy,spotify:track:48i055G1OT5KxGGftwFxWy,https://api.spotify.com/v1/tracks/48i055G1OT5KxGGftwFxWy,https://api.spotify.com/v1/audio-analysis/48i055G1OT5KxGGftwFxWy,178933,4
Dreams,The Cranberries,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,audio_features,4JGKZS7h4Qa16gOU3oNETV,spotify:track:4JGKZS7h4Qa16gOU3oNETV,https://api.spotify.com/v1/tracks/4JGKZS7h4Qa16gOU3oNETV,https://api.spotify.com/v1/audio-analysis/4JGKZS7h4Qa16gOU3oNETV,271560,4
I Want To Break Free,Queen,0.807,0.414,4,-8.903,1,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,audio_features,7iAqvWLgZzXvH38lA06QZg,spotify:track:7iAqvWLgZzXvH38lA06QZg,https://api.spotify.com/v1/tracks/7iAqvWLgZzXvH38lA06QZg,https://api.spotify.com/v1/audio-analysis/7iAqvWLgZzXvH38lA06QZg,223080,4
All Fired Up,Pat Benatar,0.666,0.883,0,-9.601,1,0.0484,0.0826,0.000563,0.114,0.521,148.06,audio_features,6XpczhG192lULA9i4JLqKJ,spotify:track:6XpczhG192lULA9i4JLqKJ,https://api.spotify.com/v1/tracks/6XpczhG192lULA9i4JLqKJ,https://api.spotify.com/v1/audio-analysis/6XpczhG192lULA9i4JLqKJ,272200,4
Where the Wild Roses Grow - 2011 - Remaster,"Nick Cave & The Bad Seeds, Kylie Minogue",0.336,0.47,7,-10.541,0,0.0319,0.378,0.00332,0.0953,0.163,154.649,audio_features,3OwtuzRo8mc7lgsBau9MWk,spotify:track:3OwtuzRo8mc7lgsBau9MWk,https://api.spotify.com/v1/tracks/3OwtuzRo8mc7lgsBau9MWk,https://api.spotify.com/v1/audio-analysis/3OwtuzRo8mc7lgsBau9MWk,237080,3
Kashmir - 1990 Remaster,Led Zeppelin,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,audio_features,2nVHqZbOGkKWzlcy1aMbE7,spotify:track:2nVHqZbOGkKWzlcy1aMbE7,https://api.spotify.com/v1/tracks/2nVHqZbOGkKWzlcy1aMbE7,https://api.spotify.com/v1/audio-analysis/2nVHqZbOGkKWzlcy1aMbE7,508200,3
Return To Innocence,Enigma,0.476,0.584,10,-12.357,1,0.038,0.119,0.0,0.274,0.417,88.026,audio_features,2UKkLqST2xWpK8n1b0Xr5Z,spotify:track:2UKkLqST2xWpK8n1b0Xr5Z,https://api.spotify.com/v1/tracks/2UKkLqST2xWpK8n1b0Xr5Z,https://api.spotify.com/v1/audio-analysis/2UKkLqST2xWpK8n1b0Xr5Z,255467,4
50 Ways to Leave Your Lover,Paul Simon,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,audio_features,6Qb7gtV6Q4MnUjSbkFcopl,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,https://api.spotify.com/v1/tracks/6Qb7gtV6Q4MnUjSbkFcopl,https://api.spotify.com/v1/audio-analysis/6Qb7gtV6Q4MnUjSbkFcopl,217347,4
Somebody Told Me,The Killers,0.51,0.981,10,-3.191,0,0.0901,7.76e-05,0.00142,0.111,0.723,138.039,audio_features,59XNy4523UcEvQfYM8fdQB,spotify:track:59XNy4523UcEvQfYM8fdQB,https://api.spotify.com/v1/tracks/59XNy4523UcEvQfYM8fdQB,https://api.spotify.com/v1/audio-analysis/59XNy4523UcEvQfYM8fdQB,197160,4
How Deep Is Your Love,Bee Gees,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,audio_features,2JoZzpdeP2G6Csfdq5aLXP,spotify:track:2JoZzpdeP2G6Csfdq5aLXP,https://api.spotify.com/v1/tracks/2JoZzpdeP2G6Csfdq5aLXP,https://api.spotify.com/v1/audio-analysis/2JoZzpdeP2G6Csfdq5aLXP,245200,4
We Are Family - 1995 Remaster,Sister Sledge,0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,audio_features,5IKLwqBQG6KU6MP2zP80Nu,spotify:track:5IKLwqBQG6KU6MP2zP80Nu,https://api.spotify.com/v1/tracks/5IKLwqBQG6KU6MP2zP80Nu,https://api.spotify.com/v1/audio-analysis/5IKLwqBQG6KU6MP2zP80Nu,216733,4
All I Wanna Do,Sheryl Crow,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,audio_features,3ZpQiJ78LKINrW9SQTgbXd,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/tracks/3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/audio-analysis/3ZpQiJ78LKINrW9SQTgbXd,272107,4
Hungry Heart,Bruce Springsteen,0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,audio_features,1KsI8NEeAna8ZIdojI3FiT,spotify:track:1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/tracks/1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/audio-analysis/1KsI8NEeAna8ZIdojI3FiT,199453,4
Kiss,Prince,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,audio_features,62LJFaYihsdVrrkgUOJC05,spotify:track:62LJFaYihsdVrrkgUOJC05,https://api.spotify.com/v1/tracks/62LJFaYihsdVrrkgUOJC05,https://api.spotify.com/v1/audio-analysis/62LJFaYihsdVrrkgUOJC05,226240,4
Message to My Girl,Split Enz,0.601,0.607,1,-7.312,1,0.0279,0.0466,8.39e-05,0.0564,0.609,104.542,audio_features,7CUVkezEM6rJykLY6KTJxQ,spotify:track:7CUVkezEM6rJykLY6KTJxQ,https://api.spotify.com/v1/tracks/7CUVkezEM6rJykLY6KTJxQ,https://api.spotify.com/v1/audio-analysis/7CUVkezEM6rJykLY6KTJxQ,243973,4
Macho Man,Village People,0.708,0.805,5,-9.103,1,0.0612,0.0472,0.0,0.0867,0.776,133.419,audio_features,0xRDqhYsCW6F9LM4s7gY5z,spotify:track:0xRDqhYsCW6F9LM4s7gY5z,https://api.spotify.com/v1/tracks/0xRDqhYsCW6F9LM4s7gY5z,https://api.spotify.com/v1/audio-analysis/0xRDqhYsCW6F9LM4s7gY5z,321000,4
If You're Gone,Matchbox Twenty,0.544,0.659,9,-7.191,1,0.0298,0.427,1.33e-06,0.126,0.361,109.933,audio_features,2f5N826udWfjT9iomeaBJt,spotify:track:2f5N826udWfjT9iomeaBJt,https://api.spotify.com/v1/tracks/2f5N826udWfjT9iomeaBJt,https://api.spotify.com/v1/audio-analysis/2f5N826udWfjT9iomeaBJt,274933,4
Paradise City,Guns N' Roses,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,audio_features,3YBZIN3rekqsKxbJc9FZko,spotify:track:3YBZIN3rekqsKxbJc9FZko,https://api.spotify.com/v1/tracks/3YBZIN3rekqsKxbJc9FZko,https://api.spotify.com/v1/audio-analysis/3YBZIN3rekqsKxbJc9FZko,405640,4
Time After Time,Cyndi Lauper,0.724,0.436,0,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,audio_features,1Jj6MF0xDOMA3Ut2Z368Bx,spotify:track:1Jj6MF0xDOMA3Ut2Z368Bx,https://api.spotify.com/v1/tracks/1Jj6MF0xDOMA3Ut2Z368Bx,https://api.spotify.com/v1/audio-analysis/1Jj6MF0xDOMA3Ut2Z368Bx,243067,4
Emotional Rescue - Remastered 2009,The Rolling Stones,0.678,0.621,5,-5.478,1,0.0623,0.111,0.0973,0.0394,0.776,113.389,audio_features,5IATbFZds3cbOx8YxuMuko,spotify:track:5IATbFZds3cbOx8YxuMuko,https://api.spotify.com/v1/tracks/5IATbFZds3cbOx8YxuMuko,https://api.spotify.com/v1/audio-analysis/5IATbFZds3cbOx8YxuMuko,339400,4
Copacabana (At the Copa),Barry Manilow,0.606,0.899,7,-6.412,0,0.0758,0.333,0.000102,0.0754,0.66,116.735,audio_features,5FMXrphygZ4z3gVDHGWxgl,spotify:track:5FMXrphygZ4z3gVDHGWxgl,https://api.spotify.com/v1/tracks/5FMXrphygZ4z3gVDHGWxgl,https://api.spotify.com/v1/audio-analysis/5FMXrphygZ4z3gVDHGWxgl,236760,4
White Flag,Dido,0.509,0.537,5,-6.834,1,0.0384,0.347,7.29e-06,0.0805,0.311,170.03,audio_features,6si71supnBUhddjR2FJc2L,spotify:track:6si71supnBUhddjR2FJc2L,https://api.spotify.com/v1/tracks/6si71supnBUhddjR2FJc2L,https://api.spotify.com/v1/audio-analysis/6si71supnBUhddjR2FJc2L,240040,4
Blame It on the Boogie,The Jacksons,0.774,0.641,1,-10.193,1,0.0799,0.0765,0.0,0.0867,0.875,113.256,audio_features,3qI94hINNNeb4S7xQi18lS,spotify:track:3qI94hINNNeb4S7xQi18lS,https://api.spotify.com/v1/tracks/3qI94hINNNeb4S7xQi18lS,https://api.spotify.com/v1/audio-analysis/3qI94hINNNeb4S7xQi18lS,214200,4
All I Want Is You,U2,0.239,0.442,1,-11.494,1,0.0308,0.106,0.0411,0.0738,0.4,185.723,audio_features,34sL4eaI8UKWOyYpCvoboU,spotify:track:34sL4eaI8UKWOyYpCvoboU,https://api.spotify.com/v1/tracks/34sL4eaI8UKWOyYpCvoboU,https://api.spotify.com/v1/audio-analysis/34sL4eaI8UKWOyYpCvoboU,389933,4
Break on Through (To the Other Side),The Doors,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,audio_features,6ToM0uwxtPKo9CMpbPGYvM,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/tracks/6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/audio-analysis/6ToM0uwxtPKo9CMpbPGYvM,145867,4
Let's Dance - 2018 Remaster,David Bowie,0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,audio_features,3ix6K4wZY29bCujrSznwFZ,spotify:track:3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/tracks/3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/audio-analysis/3ix6K4wZY29bCujrSznwFZ,457676,4
I Want Your Sex - Pts. 1 & 2 Remastered,George Michael,0.812,0.6,10,-13.418,0,0.0538,0.00509,0.0248,0.0465,0.8,99.189,audio_features,6QnFHieoch6U9J8zfv6hml,spotify:track:6QnFHieoch6U9J8zfv6hml,https://api.spotify.com/v1/tracks/6QnFHieoch6U9J8zfv6hml,https://api.spotify.com/v1/audio-analysis/6QnFHieoch6U9J8zfv6hml,557293,4
Ego (Is Not a Dirty Word) - 1994 Remaster,Skyhooks,0.484,0.751,5,-6.825,0,0.0486,0.569,8.78e-06,0.552,0.888,150.968,audio_features,34tIBWjEV2F27FRz34HhHy,spotify:track:34tIBWjEV2F27FRz34HhHy,https://api.spotify.com/v1/tracks/34tIBWjEV2F27FRz34HhHy,https://api.spotify.com/v1/audio-analysis/34tIBWjEV2F27FRz34HhHy,180827,4
Ready or Not,"Fugees, Ms. Lauryn Hill, Wyclef Jean, Pras",0.607,0.422,10,-13.364,0,0.499,0.209,0.0,0.0839,0.563,130.47,audio_features,3vZO25GdYuqFrR1kzZADnp,spotify:track:3vZO25GdYuqFrR1kzZADnp,https://api.spotify.com/v1/tracks/3vZO25GdYuqFrR1kzZADnp,https://api.spotify.com/v1/audio-analysis/3vZO25GdYuqFrR1kzZADnp,226987,3
Dumb Things,Paul Kelly,0.438,0.889,0,-5.821,1,0.0968,0.0506,3.13e-05,0.218,0.721,153.51,audio_features,0hESSlOMUM9VgEFSM3ecTu,spotify:track:0hESSlOMUM9VgEFSM3ecTu,https://api.spotify.com/v1/tracks/0hESSlOMUM9VgEFSM3ecTu,https://api.spotify.com/v1/audio-analysis/0hESSlOMUM9VgEFSM3ecTu,151070,4
MMMBop,Hanson,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,audio_features,0lnxrQAd9ZxbhBBe7d8FO8,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/tracks/0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/audio-analysis/0lnxrQAd9ZxbhBBe7d8FO8,268653,4
Red Red Wine,UB40,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733,4
Rocks,"Primal Scream, George Drakoulias, David Bianco",0.619,0.855,7,-4.164,1,0.0376,0.000247,0.00292,0.0318,0.935,127.671,audio_features,3rcjhifzy0XkdBHXL3xsfr,spotify:track:3rcjhifzy0XkdBHXL3xsfr,https://api.spotify.com/v1/tracks/3rcjhifzy0XkdBHXL3xsfr,https://api.spotify.com/v1/audio-analysis/3rcjhifzy0XkdBHXL3xsfr,216160,4
Four Seasons In One Day,Crowded House,0.517,0.261,7,-17.196,1,0.0263,0.816,0.000163,0.0863,0.492,89.221,audio_features,7sDHD9tCtnPqGNTRHy0kSR,spotify:track:7sDHD9tCtnPqGNTRHy0kSR,https://api.spotify.com/v1/tracks/7sDHD9tCtnPqGNTRHy0kSR,https://api.spotify.com/v1/audio-analysis/7sDHD9tCtnPqGNTRHy0kSR,170160,4
Get the Party Started,P!nk,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93,audio_features,02jcEwywffn3Tsb48fXmlW,spotify:track:02jcEwywffn3Tsb48fXmlW,https://api.spotify.com/v1/tracks/02jcEwywffn3Tsb48fXmlW,https://api.spotify.com/v1/audio-analysis/02jcEwywffn3Tsb48fXmlW,192533,4
Wired for Sound - 2001 Remaster,Cliff Richard,0.545,0.894,1,-4.48,1,0.0956,0.121,0.0,0.0602,0.845,157.668,audio_features,4VGlBK62umuMrrN7hv9Ins,spotify:track:4VGlBK62umuMrrN7hv9Ins,https://api.spotify.com/v1/tracks/4VGlBK62umuMrrN7hv9Ins,https://api.spotify.com/v1/audio-analysis/4VGlBK62umuMrrN7hv9Ins,218400,4
Walk This Way,Aerosmith,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,audio_features,5SZ6zX4rOrEQferfFC2MfP,spotify:track:5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/tracks/5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/audio-analysis/5SZ6zX4rOrEQferfFC2MfP,220400,4
Love...Thy Will Be Done - Single Version,Martika,0.713,0.444,2,-9.997,1,0.0265,0.428,0.00212,0.0905,0.508,91.537,audio_features,5nHQ2YPVcddwJz71aupuvz,spotify:track:5nHQ2YPVcddwJz71aupuvz,https://api.spotify.com/v1/tracks/5nHQ2YPVcddwJz71aupuvz,https://api.spotify.com/v1/audio-analysis/5nHQ2YPVcddwJz71aupuvz,263133,4
All I Need Is A Miracle,Mike + The Mechanics,0.612,0.876,0,-7.836,1,0.0339,0.0967,4.41e-05,0.0764,0.971,135.106,audio_features,0iVXKGnD23wIulXZRit20N,spotify:track:0iVXKGnD23wIulXZRit20N,https://api.spotify.com/v1/tracks/0iVXKGnD23wIulXZRit20N,https://api.spotify.com/v1/audio-analysis/0iVXKGnD23wIulXZRit20N,249827,4
I'm Every Woman,Chaka Khan,0.603,0.886,0,-7.301,0,0.0465,0.0418,0.000171,0.295,0.727,114.045,audio_features,1oFiPGBafH9Woo9AMwgBSl,spotify:track:1oFiPGBafH9Woo9AMwgBSl,https://api.spotify.com/v1/tracks/1oFiPGBafH9Woo9AMwgBSl,https://api.spotify.com/v1/audio-analysis/1oFiPGBafH9Woo9AMwgBSl,249600,4
Jealous Guy,Roxy Music,0.499,0.561,4,-9.819,0,0.026,0.0325,0.000233,0.306,0.478,77.699,audio_features,5vrKEX1dsW34A2gQW80WBn,spotify:track:5vrKEX1dsW34A2gQW80WBn,https://api.spotify.com/v1/tracks/5vrKEX1dsW34A2gQW80WBn,https://api.spotify.com/v1/audio-analysis/5vrKEX1dsW34A2gQW80WBn,293467,4
Grease Megamix [Radio Edit] (as Made Famous by John Travolta & Olivia Newton John) [Karaoke Version],Off The Record Karaoke,0.628,0.7,7,-9.148,1,0.112,0.235,0.0115,0.0682,0.293,125.024,audio_features,4fPUrDELICiKv6HjAchxro,spotify:track:4fPUrDELICiKv6HjAchxro,https://api.spotify.com/v1/tracks/4fPUrDELICiKv6HjAchxro,https://api.spotify.com/v1/audio-analysis/4fPUrDELICiKv6HjAchxro,254000,4
Believe,Cher,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975,audio_features,2goLsvvODILDzeeiT4dAoR,spotify:track:2goLsvvODILDzeeiT4dAoR,https://api.spotify.com/v1/tracks/2goLsvvODILDzeeiT4dAoR,https://api.spotify.com/v1/audio-analysis/2goLsvvODILDzeeiT4dAoR,239027,4
Dancing On The Ceiling,Lionel Richie,0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,audio_features,0snPJPxkk0MbTc0xeUvAPt,spotify:track:0snPJPxkk0MbTc0xeUvAPt,https://api.spotify.com/v1/tracks/0snPJPxkk0MbTc0xeUvAPt,https://api.spotify.com/v1/audio-analysis/0snPJPxkk0MbTc0xeUvAPt,270720,4
Rehab,Amy Winehouse,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,audio_features,3N4DI1vuTSX1tz7fa2NQZw,spotify:track:3N4DI1vuTSX1tz7fa2NQZw,https://api.spotify.com/v1/tracks/3N4DI1vuTSX1tz7fa2NQZw,https://api.spotify.com/v1/audio-analysis/3N4DI1vuTSX1tz7fa2NQZw,214947,4
Should I Stay or Should I Go - Remastered,The Clash,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,audio_features,39shmbIHICJ2Wxnk1fPSdz,spotify:track:39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/audio-analysis/39shmbIHICJ2Wxnk1fPSdz,188987,4
Babooshka,Kate Bush,0.466,0.439,5,-8.892,0,0.0325,0.741,1.64e-05,0.0707,0.289,107.173,audio_features,53Mz9H5UvWMQUXHZnaZYKQ,spotify:track:53Mz9H5UvWMQUXHZnaZYKQ,https://api.spotify.com/v1/tracks/53Mz9H5UvWMQUXHZnaZYKQ,https://api.spotify.com/v1/audio-analysis/53Mz9H5UvWMQUXHZnaZYKQ,209933,4
Heart-Shaped Box,Nirvana,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,audio_features,11LmqTE2naFULdEP94AUBa,spotify:track:11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/tracks/11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/audio-analysis/11LmqTE2naFULdEP94AUBa,281160,4
One Sweet Day,"Mariah Carey, Boyz II Men",0.568,0.495,1,-8.964,1,0.0299,0.353,0.0,0.0839,0.303,128.234,audio_features,7ySbfLwdCwl1EM0zNCJZ38,spotify:track:7ySbfLwdCwl1EM0zNCJZ38,https://api.spotify.com/v1/tracks/7ySbfLwdCwl1EM0zNCJZ38,https://api.spotify.com/v1/audio-analysis/7ySbfLwdCwl1EM0zNCJZ38,281067,4
Manic Monday,The Bangles,0.682,0.616,2,-10.38,1,0.0293,0.372,6.81e-06,0.164,0.83,121.63,audio_features,084PXFhuurZHjsjgdwQci6,spotify:track:084PXFhuurZHjsjgdwQci6,https://api.spotify.com/v1/tracks/084PXFhuurZHjsjgdwQci6,https://api.spotify.com/v1/audio-analysis/084PXFhuurZHjsjgdwQci6,186333,4
